date,close,buy_date,buy_close,sell_date,sell_close,sell_profit,profit_average
2019-08-20,277.04,2020-04-09,269.399994,2020-04-13,263.339996,-6.059998000000007,
2019-08-21,282.01,2020-04-16,246.759995,2020-04-17,259.970001,13.210006000000021,
2019-08-22,280.77,2020-04-22,256.910004,2020-04-23,255.860001,-1.0500030000000038,
2019-08-23,271.89,2020-04-27,265.119995,2020-04-28,264.600006,-0.5199890000000096,
2019-08-26,276.43,2020-04-30,274.970001,2020-05-04,269.26001,-5.709991000000002,
2019-08-27,276.64,2020-05-07,278.470001,2020-05-08,282.440002,3.970000999999968,
2019-08-28,278.24,2020-05-27,299.769989,2020-05-28,302.299988,2.5299989999999752,
2019-08-29,281.38,,,,,,
2019-08-30,281.37,,,,,,
2019-09-03,280.11,,,,,,
2019-09-04,286.1,,,,,,
2019-09-05,292.08,,,,,,
2019-09-06,291.38,,,,,,
2019-09-09,283.36,,,,,,
2019-09-10,272.33,,,,,,
2019-09-11,269.95,,,,,,
2019-09-12,276.4,,,,,,
2019-09-13,276.32,,,,,,
2019-09-16,274.08,,,,,,
2019-09-17,276.25,,,,,,
2019-09-18,275.1,,,,,,
2019-09-19,275.91,,,,,,
2019-09-20,271.17,,,,,,
2019-09-23,273.15,,,,,,
2019-09-24,271.12,,,,,,
2019-09-25,272.75,,,,,,
2019-09-26,273.89,,,,,,
2019-09-27,269.13,,,,,,
2019-09-30,271.57,,,,,,
2019-10-01,270.94,,,,,,
2019-10-02,264.48,,,,,,
2019-10-03,268.29,,,,,,
2019-10-04,274.06,,,,,,
2019-10-07,272.19,,,,,,
2019-10-08,267.07,,,,,,
2019-10-09,272.24,,,,,,
2019-10-10,273.83,,,,,,
2019-10-11,275.91,,,,,,
2019-10-14,276.38,,,,,,
2019-10-15,278.56,,,,,,
2019-10-16,278.27,,,,,,
2019-10-17,276.51,,,,,,
2019-10-18,270.63,,,,,,
2019-10-21,274.3,,,,,,
2019-10-22,261.26,,,,,,
2019-10-23,260.85,,,,,,
2019-10-24,268.75,,,,,,
2019-10-25,270.19,,,,,,
2019-10-28,275.93,,,,,,
2019-10-29,274.29,,,,,,
2019-10-30,277.15,,,,,,
2019-10-31,276.81,,,,,,
2019-11-01,279.05,,,,,,
2019-11-04,276.33,,,,,,
2019-11-05,269.0,,,,,,
2019-11-06,269.86,,,,,,
2019-11-07,272.79,,,,,,
2019-11-08,274.89,,,,,,
2019-11-11,277.0,,,,,,
2019-11-12,277.14,,,,,,
2019-11-13,278.07,,,,,,
2019-11-14,279.63,,,,,,
2019-11-15,280.78,,,,,,
2019-11-18,280.86,,,,,,
2019-11-19,285.31,,,,,,
2019-11-20,285.38,,,,,,
2019-11-21,284.45,,,,,,
2019-11-22,282.57,,,,,,
2019-11-25,287.61,,,,,,
2019-11-26,289.38,,,,,,
2019-11-27,291.7,,,,,,
2019-11-29,292.23,,,,,,
2019-12-02,286.47,,,,,,
2019-12-03,287.09,,,,,,
2019-12-04,286.84,,,,,,
2019-12-05,289.85,,,,,,
2019-12-06,290.4,,,,,,
2019-12-09,289.06,,,,,,
2019-12-10,288.61,,,,,,
2019-12-11,290.05,,,,,,
2019-12-12,292.21,,,,,,
2019-12-13,296.09,,,,,,
2019-12-16,296.96,,,,,,
2019-12-17,296.0,,,,,,
2019-12-18,294.74,,,,,,
2019-12-19,297.53,,,,,,
2019-12-20,298.57,,,,,,
2019-12-23,297.27,,,,,,
2019-12-24,297.48,,,,,,
2019-12-26,299.2,,,,,,
2019-12-27,300.74,,,,,,
2019-12-30,297.72,,,,,,
2019-12-31,298.59,,,,,,
2020-01-02,303.39,,,,,,
2020-01-03,300.43,,,,,,
2020-01-06,301.23,,,,,,
2020-01-07,300.21,,,,,,
2020-01-08,305.1,,,,,,
2020-01-09,309.1,,,,,,
2020-01-10,311.17,,,,,,
2020-01-13,315.21,,,,,,
2020-01-14,310.64,,,,,,
2020-01-15,314.25,,,,,,
2020-01-16,320.3,,,,,,
2020-01-17,323.66,,,,,,
2020-01-21,321.93,,,,,,
2020-01-22,324.31,,,,,,
2020-01-23,324.98,,,,,,
2020-01-24,323.67,,,,,,
2020-01-27,315.77,,,,,,
2020-01-28,320.27,,,,,,
2020-01-29,320.32,,,,,,
2020-01-30,324.46,,,,,,
2020-01-31,315.94,,,,,,
2020-02-03,324.52,,,,,,
2020-02-04,329.12,,,,,,
2020-02-05,328.32,,,,,,
2020-02-06,329.3,,,,,,
2020-02-07,327.0,,,,,,
2020-02-10,330.28,,,,,,
2020-02-11,330.92,,,,,,
2020-02-12,334.16,,,,,,
2020-02-13,335.84,,,,,,
2020-02-14,340.95,,,,,,
2020-02-18,341.24,,,,,,
2020-02-19,344.56,,,,,,
2020-02-20,344.45,,,,,,
2020-02-21,339.7,,,,,,
2020-02-24,324.67,,,,,,
2020-02-25,302.89,,,,,,
2020-02-26,298.04,,,,,,
2020-02-27,285.82,,,,,,
2020-02-28,290.25,,,,,,
2020-03-02,306.74,,,,,,
2020-03-03,292.0,,,,,,
2020-03-04,302.36,,,,,,
2020-03-05,290.73,,,,,,
2020-03-06,287.01,,,,,,
2020-03-09,262.01,,,,,,
2020-03-10,280.57,,,,,,
2020-03-11,269.76,,,,,,
2020-03-12,241.5,,,,,,
2020-03-13,270.01,,,,,,
2020-03-16,235.65,,,,,,
2020-03-17,237.88,,,,,,
2020-03-18,227.93,,,,,,
2020-03-19,227.15,,,,,,
2020-03-20,211.42,,,,,,
2020-03-23,203.3,,,,,,
2020-03-24,237.07,,,,,,
2020-03-25,256.48,,,,,,
2020-03-26,263.18,,,,,,
2020-03-27,247.65,,,,,,
2020-03-30,253.25,,,,,,
2020-03-31,241.56,,,,,,
2020-04-01,228.61,,,,,,
2020-04-02,238.88,,,,,,
2020-04-03,237.03,,,,,,
2020-04-06,265.94,,,,,,
2020-04-07,259.08,,,,,,
2020-04-08,270.95,,,,,,
2020-04-09,269.4,,,,,,
2020-04-13,263.34,,,,,,
2020-04-14,270.72,,,,,,
2020-04-15,257.14,,,,,,
2020-04-16,246.76,,,,,,
2020-04-17,259.97,,,,,,
2020-04-20,251.73,,,,,,
2020-04-21,245.35,,,,,,
2020-04-22,256.91,,,,,,
2020-04-23,255.86,,,,,,
2020-04-24,258.76,,,,,,
2020-04-27,265.12,,,,,,
2020-04-28,264.6,,,,,,
2020-04-29,283.69,,,,,,
2020-04-30,274.97,,,,,,
2020-05-01,268.74,,,,,,
2020-05-04,269.26,,,,,,
2020-05-05,273.98,,,,,,
2020-05-06,272.44,,,,,,
2020-05-07,278.47,,,,,,
2020-05-08,282.44,,,,,,
2020-05-11,281.23,,,,,,
2020-05-12,272.11,,,,,,
2020-05-13,269.16,,,,,,
2020-05-14,277.31,,,,,,
2020-05-15,278.94,,,,,,
2020-05-18,289.9,,,,,,
2020-05-19,290.73,,,,,,
2020-05-20,298.8,,,,,,
2020-05-21,294.26,,,,,,
2020-05-22,294.91,,,,,,
2020-05-26,303.33,,,,,,
2020-05-27,299.77,,,,,,
2020-05-28,302.3,,,,,,
2020-05-29,300.89,,,,,,
2020-06-01,301.4,,,,,,
2020-06-02,303.59,,,,,,
2020-06-03,307.07,,,,,,
2020-06-04,301.37,,,,,,
2020-06-05,311.88,,,,,,
2020-06-08,310.41,,,,,,
2020-06-09,311.49,,,,,,
2020-06-10,313.15,,,,,,
2020-06-11,291.25,,,,,,
