date,close,buy_date,buy_close,sell_date,sell_close,sell_profit,profit_average
2019-06-12,263.85,2019-06-13,261.200012,2019-06-14,260.100006,-1.1000060000000076,41.450057000000044
2019-06-13,261.2,2019-06-28,264.529999,2019-07-02,270.570007,6.040008,29.350069000000076
2019-06-14,260.1,2019-07-01,266.769989,2019-07-15,279.369995,12.600006000000008,13.079957000000036
2019-06-17,259.2,2019-07-08,271.230011,2019-07-29,281.440002,10.209991000000002,3.2799989999999752
2019-06-18,258.81,2019-07-09,273.339996,2019-07-30,278.160004,4.82000800000003,
2019-06-19,259.87,2019-07-11,278.320007,2019-08-02,269.450012,-8.86999499999996,
2019-06-20,266.79,2019-07-16,276.619995,2019-08-07,269.309998,-7.30999700000001,
2019-06-21,264.47,2019-07-22,278.609985,2019-08-08,278.040009,-0.5699759999999969,
2019-06-24,265.3,2019-07-24,280.25,2019-08-09,274.950012,-5.299987999999985,
2019-06-25,259.73,2019-07-25,279.350006,2019-08-12,270.0,-9.350006000000008,
2019-06-26,261.3,2019-07-26,282.070007,2019-08-21,282.01001,-0.059996999999953005,
2019-06-27,261.1,2019-08-05,256.839996,2019-08-23,271.890015,15.05001900000002,
2019-06-28,264.53,2019-08-06,264.679993,2019-08-26,276.429993,11.75,
2019-07-01,266.77,2019-08-14,267.149994,2019-08-28,278.23999,11.089995999999985,
2019-07-02,270.57,2019-08-15,271.890015,2019-08-29,281.380005,9.489989999999977,
2019-07-03,273.08,2019-08-16,274.359985,2019-09-03,280.109985,5.75,
2019-07-05,272.14,2019-08-30,281.369995,2019-09-11,269.950012,-11.419983000000002,
2019-07-08,271.23,2019-09-04,286.100006,2019-09-13,276.320007,-9.779999000000032,
2019-07-09,273.34,2019-09-06,291.380005,2019-09-18,275.100006,-16.279998999999975,
2019-07-10,275.38,2019-09-10,272.329987,2019-09-23,273.149994,0.8200069999999755,
2019-07-11,278.32,2019-09-12,276.399994,2019-09-24,271.119995,-5.279998999999975,
2019-07-12,279.54,2019-09-17,276.25,2019-09-27,269.130005,-7.119995000000017,
2019-07-15,279.37,2019-09-19,275.910004,2019-10-02,264.480011,-11.429993000000024,
2019-07-16,276.62,2019-09-20,271.170013,2019-10-03,268.290009,-2.8800039999999854,
2019-07-17,275.28,2019-09-26,273.890015,2019-10-08,267.070007,-6.82000800000003,
2019-07-18,276.78,2019-10-01,270.940002,2019-10-10,273.829987,2.8899850000000242,
2019-07-19,275.6,2019-10-04,274.059998,2019-10-11,275.910004,1.8500060000000076,
2019-07-22,278.61,2019-10-07,272.190002,2019-10-14,276.380005,4.19000299999999,
2019-07-23,278.97,2019-10-22,261.26001,2019-10-23,260.850006,-0.4100040000000149,
2019-07-24,280.25,2019-10-29,274.290009,2019-10-30,277.149994,2.8599849999999947,
2019-07-25,279.35,2019-11-01,279.049988,2019-11-04,276.329987,-2.720000999999968,
2019-07-26,282.07,2019-11-12,277.140015,2019-11-13,278.070007,0.9299919999999702,
2019-07-29,281.44,2019-11-14,279.630005,2019-11-18,280.859985,1.2299800000000118,
2019-07-30,278.16,2019-11-15,280.779999,2019-11-19,285.309998,4.529999000000032,
2019-07-31,272.27,2019-11-26,289.380005,2019-12-04,286.839996,-2.5400089999999977,
2019-08-01,274.16,2019-11-27,291.700012,2019-12-05,289.850006,-1.8500060000000076,
2019-08-02,269.45,2019-12-02,286.470001,2019-12-06,290.399994,3.9299929999999677,
2019-08-05,256.84,2019-12-03,287.089996,2019-12-09,289.059998,1.9700020000000222,
2019-08-06,264.68,2019-12-18,294.73999,2019-12-24,297.480011,2.740021000000013,
2019-08-07,269.31,2019-12-23,297.269989,2019-12-26,299.200012,1.9300230000000056,
2019-08-08,278.04,2020-01-02,303.390015,2020-01-07,300.209991,-3.180024000000003,
2019-08-09,274.95,2020-01-06,301.230011,2020-01-09,309.100006,7.869995000000017,
2019-08-12,270.0,2020-01-08,305.100006,2020-01-13,315.209991,10.109984999999995,
2019-08-13,274.53,2020-01-15,314.25,2020-01-21,321.929993,7.6799930000000245,
2019-08-14,267.15,2020-01-22,324.309998,2020-01-23,324.980011,0.6700129999999831,
2019-08-15,271.89,2020-01-30,324.459991,2020-01-31,315.940002,-8.51998900000001,
2019-08-16,274.36,2020-02-03,324.519989,2020-02-04,329.119995,4.600006000000008,
2019-08-19,278.07,2020-04-01,228.610001,2020-04-02,238.880005,10.270004,
