date,close,buy_date,buy_close,sell_date,sell_close,sell_profit,profit_average
2019-11-19,1752.79,,,,,,
2019-11-20,1745.53,,,,,,
2019-11-21,1734.71,,,,,,
2019-11-22,1745.72,,,,,,
2019-11-25,1773.84,,,,,,
2019-11-26,1796.94,,,,,,
2019-11-27,1818.51,,,,,,
2019-11-29,1800.8,,,,,,
2019-12-02,1781.6,,,,,,
2019-12-03,1769.96,,,,,,
2019-12-04,1760.69,,,,,,
2019-12-05,1740.48,,,,,,
2019-12-06,1751.6,,,,,,
2019-12-09,1749.51,,,,,,
2019-12-10,1739.21,,,,,,
2019-12-11,1748.72,,,,,,
2019-12-12,1760.33,,,,,,
2019-12-13,1760.94,,,,,,
2019-12-16,1769.21,,,,,,
2019-12-17,1790.66,,,,,,
2019-12-18,1784.03,,,,,,
2019-12-19,1792.28,,,,,,
2019-12-20,1786.5,,,,,,
2019-12-23,1793.0,,,,,,
2019-12-24,1789.21,,,,,,
2019-12-26,1868.77,,,,,,
2019-12-27,1869.8,,,,,,
2019-12-30,1846.89,,,,,,
2019-12-31,1847.84,,,,,,
2020-01-02,1898.01,,,,,,
2020-01-03,1874.97,,,,,,
2020-01-06,1902.88,,,,,,
2020-01-07,1906.86,,,,,,
2020-01-08,1891.97,,,,,,
2020-01-09,1901.05,,,,,,
2020-01-10,1883.16,,,,,,
2020-01-13,1891.3,,,,,,
2020-01-14,1869.44,,,,,,
2020-01-15,1862.02,,,,,,
2020-01-16,1877.94,,,,,,
2020-01-17,1864.72,,,,,,
2020-01-21,1892.0,,,,,,
2020-01-22,1887.46,,,,,,
2020-01-23,1884.58,,,,,,
2020-01-24,1861.64,,,,,,
2020-01-27,1828.34,,,,,,
2020-01-28,1853.25,,,,,,
2020-01-29,1858.0,,,,,,
2020-01-30,1870.68,,,,,,
2020-01-31,2008.72,,,,,,
2020-02-03,2004.2,,,,,,
2020-02-04,2049.67,,,,,,
2020-02-05,2039.87,,,,,,
2020-02-06,2050.23,,,,,,
2020-02-07,2079.28,,,,,,
2020-02-10,2133.91,,,,,,
2020-02-11,2150.8,,,,,,
2020-02-12,2160.0,,,,,,
2020-02-13,2149.87,,,,,,
2020-02-14,2134.87,,,,,,
2020-02-18,2155.67,,,,,,
2020-02-19,2170.22,,,,,,
2020-02-20,2153.1,,,,,,
2020-02-21,2095.97,,,,,,
2020-02-24,2009.29,,,,,,
2020-02-25,1972.74,,,,,,
2020-02-26,1979.59,,,,,,
2020-02-27,1884.3,,,,,,
2020-02-28,1883.75,,,,,,
2020-03-02,1953.95,,,,,,
2020-03-03,1908.99,,,,,,
2020-03-04,1975.83,,,,,,
2020-03-05,1924.03,,,,,,
2020-03-06,1901.09,,,,,,
2020-03-09,1800.61,,,,,,
2020-03-10,1891.82,,,,,,
2020-03-11,1820.86,,,,,,
2020-03-12,1676.61,,,,,,
2020-03-13,1785.0,,,,,,
2020-03-16,1689.15,,,,,,
2020-03-17,1807.84,,,,,,
2020-03-18,1830.0,,,,,,
2020-03-19,1880.93,,,,,,
2020-03-20,1846.09,,,,,,
2020-03-23,1902.83,,,,,,
2020-03-24,1940.1,,,,,,
2020-03-25,1885.84,,,,,,
2020-03-26,1955.49,,,,,,
2020-03-27,1900.1,,,,,,
2020-03-30,1963.95,,,,,,
2020-03-31,1949.72,,,,,,
2020-04-01,1907.7,,,,,,
2020-04-02,1918.83,,,,,,
2020-04-03,1906.59,,,,,,
2020-04-06,1997.59,,,,,,
2020-04-07,2011.6,,,,,,
2020-04-08,2043.0,,,,,,
2020-04-09,2042.76,,,,,,
2020-04-13,2168.87,,,,,,
2020-04-14,2283.32,,,,,,
2020-04-15,2307.68,,,,,,
2020-04-16,2408.19,,,,,,
2020-04-17,2375.0,,,,,,
2020-04-20,2393.61,,,,,,
2020-04-21,2328.12,,,,,,
2020-04-22,2363.49,,,,,,
2020-04-23,2399.45,,,,,,
2020-04-24,2410.22,,,,,,
2020-04-27,2376.0,,,,,,
2020-04-28,2314.08,,,,,,
2020-04-29,2372.71,,,,,,
2020-04-30,2474.0,,,,,,
2020-05-01,2286.04,,,,,,
2020-05-04,2315.99,,,,,,
2020-05-05,2317.8,,,,,,
2020-05-06,2351.26,,,,,,
2020-05-07,2367.61,,,,,,
2020-05-08,2379.61,,,,,,
2020-05-11,2409.0,,,,,,
2020-05-12,2356.95,,,,,,
2020-05-13,2367.92,,,,,,
2020-05-14,2388.85,,,,,,
2020-05-15,2409.78,,,,,,
2020-05-18,2426.26,,,,,,
2020-05-19,2449.33,,,,,,
2020-05-20,2497.94,,,,,,
2020-05-21,2446.74,,,,,,
2020-05-22,2436.88,,,,,,
2020-05-26,2421.86,,,,,,
2020-05-27,2410.39,,,,,,
2020-05-28,2401.1,,,,,,
2020-05-29,2442.37,,,,,,
2020-06-01,2471.04,,,,,,
2020-06-02,2472.41,,,,,,
2020-06-03,2478.4,,,,,,
2020-06-04,2460.6,,,,,,
2020-06-05,2483.0,,,,,,
2020-06-08,2524.06,,,,,,
2020-06-09,2600.86,,,,,,
2020-06-10,2647.45,,,,,,
2020-06-11,2557.96,,,,,,
