date,close,buy_date,buy_close,sell_date,sell_close,sell_profit,profit_average
2019-06-12,66.78,2019-06-12,66.779999,2019-06-17,67.099998,0.3199989999999957,-34.80996100000002
2019-06-13,66.99,2019-06-13,66.989998,2019-06-24,68.839996,1.8499979999999994,2.2400149999999712
2019-06-14,66.36,2019-06-14,66.360001,2019-07-01,67.830002,1.4700009999999963,19.520000000000003
2019-06-17,67.1,2019-06-18,68.199997,2019-07-12,66.260002,-1.9399949999999961,0
2019-06-18,68.2,2019-06-19,68.260002,2019-07-16,66.940002,-1.3199999999999932,
2019-06-19,68.26,2019-06-20,68.57,2019-07-19,65.040001,-3.5299989999999895,
2019-06-20,68.57,2019-06-21,69.379997,2019-07-23,66.400002,-2.9799950000000024,
2019-06-21,69.38,2019-06-25,68.480003,2019-07-29,67.870003,-0.6099999999999994,
2019-06-24,68.84,2019-06-28,67.559998,2019-07-31,65.519997,-2.0400009999999895,
2019-06-25,68.48,2019-07-02,68.839996,2019-08-08,64.82,-4.019996000000006,
2019-06-26,66.68,2019-07-05,68.529999,2019-08-09,65.239998,-3.2900010000000037,
2019-06-27,67.08,2019-07-09,67.75,2019-08-13,64.300003,-3.449996999999996,
2019-06-28,67.56,2019-07-10,67.459999,2019-08-16,63.139999,-4.319999999999993,
2019-07-01,67.83,2019-07-17,66.919998,2019-08-19,64.110001,-2.80999700000001,
2019-07-02,68.84,2019-07-22,64.910004,2019-08-23,62.509998,-2.4000059999999976,
2019-07-03,69.0,2019-07-24,66.639999,2019-08-26,63.0,-3.639999000000003,
2019-07-05,68.53,2019-07-25,66.32,2019-08-28,63.639999,-2.68000099999999,
2019-07-08,67.48,2019-07-30,67.089996,2019-09-06,64.82,-2.269996000000006,
2019-07-09,67.75,2019-08-05,63.360001,2019-09-12,66.360001,3.0,
2019-07-10,67.46,2019-08-06,63.98,2019-09-24,64.559998,0.5799979999999962,
2019-07-11,66.19,2019-08-07,63.880001,2019-09-26,63.299999,-0.5800020000000004,
2019-07-12,66.26,2019-08-14,63.119999,2019-09-27,62.900002,-0.21999699999999933,
2019-07-15,68.07,2019-08-29,63.75,2019-10-01,63.220001,-0.5299989999999966,
2019-07-16,66.94,2019-09-03,62.970001,2019-10-04,62.560001,-0.4100000000000037,
2019-07-17,66.92,2019-09-04,63.27,2019-10-07,62.73,-0.5400000000000063,
2019-07-18,67.21,2019-09-05,64.059998,2019-10-08,61.689999,-2.369998999999993,
2019-07-19,65.04,2019-09-09,66.330002,2019-10-09,61.98,-4.350001999999996,
2019-07-22,64.91,2019-09-11,68.080002,2019-10-10,63.259998,-4.82000399999999,
2019-07-23,66.4,2019-09-13,66.519997,2019-10-11,63.990002,-2.5299950000000067,
2019-07-24,66.64,2019-09-16,65.879997,2019-10-14,64.510002,-1.369995000000003,
2019-07-25,66.32,2019-09-19,65.959999,2019-10-15,65.300003,-0.6599959999999925,
2019-07-26,66.92,2019-09-20,66.419998,2019-10-17,65.230003,-1.1899950000000104,
